"UF";"Município";"Ano";"Transferência";"Valor Consolidado";"Código IBGE";"Código SIAFI"
"AC";"Capixaba";"2012";"FPM";"R$3.362.226,01";"1200179";"647"
"AC";"Capixaba";"2013";"FPM";"R$3.615.938,98";"1200179";"647"
"AC";"Cruzeiro do Sul";"2009";"FPM";"R$10.840.704,86";"1200203";"107"
"AC";"Cruzeiro do Sul";"2010";"FPM";"R$11.672.140,15";"1200203";"107"
"AC";"Cruzeiro do Sul";"2011";"FPM";"R$14.130.671,87";"1200203";"107"
"AC";"Cruzeiro do Sul";"2012";"FPM";"R$14.569.645,02";"1200203";"107"
"AC";"Cruzeiro do Sul";"2013";"FPM";"R$15.669.068,10";"1200203";"107"
"AC";"Epitaciolândia";"2009";"FPM";"R$4.169.502,18";"1200252";"651"
"AC";"Epitaciolândia";"2010";"FPM";"R$4.489.284,87";"1200252";"651"
"AC";"Epitaciolândia";"2011";"FPM";"R$5.434.873,94";"1200252";"651"
"AC";"Epitaciolândia";"2012";"FPM";"R$5.603.709,85";"1200252";"651"
"AC";"Epitaciolândia";"2013";"FPM";"R$6.026.564,81";"1200252";"651"
"AC";"Feijó";"2009";"FPM";"R$6.671.203,08";"1200302";"113"
"AC";"Feijó";"2010";"FPM";"R$7.182.855,65";"1200302";"113"
"AC";"Feijó";"2011";"FPM";"R$8.695.798,20";"1200302";"113"
"AC";"Feijó";"2012";"FPM";"R$8.965.935,54";"1200302";"113"
"AC";"Feijó";"2013";"FPM";"R$9.642.503,55";"1200302";"113"
"AC";"Jordão";"2009";"FPM";"R$2.501.701,43";"1200328";"653"
"AC";"Jordão";"2010";"FPM";"R$2.693.571,07";"1200328";"653"
"AC";"Jordão";"2011";"FPM";"R$3.260.924,55";"1200328";"653"
"AC";"Jordão";"2012";"FPM";"R$3.362.226,01";"1200328";"653"
"AC";"Jordão";"2013";"FPM";"R$3.615.938,98";"1200328";"653"
"AC";"Mâncio Lima";"2009";"FPM";"R$4.169.502,18";"1200336";"109"
"AC";"Mâncio Lima";"2010";"FPM";"R$4.489.284,87";"1200336";"109"
"AC";"Mâncio Lima";"2011";"FPM";"R$5.434.873,94";"1200336";"109"
"AC";"Mâncio Lima";"2012";"FPM";"R$5.603.709,85";"1200336";"109"
"AC";"Mâncio Lima";"2013";"FPM";"R$6.026.564,81";"1200336";"109"
"AC";"Manoel Urbano";"2009";"FPM";"R$2.501.701,43";"1200344";"155"
"AC";"Manoel Urbano";"2010";"FPM";"R$2.693.571,07";"1200344";"155"
"AC";"Manoel Urbano";"2011";"FPM";"R$3.260.924,55";"1200344";"155"
"AC";"Manoel Urbano";"2012";"FPM";"R$3.362.226,01";"1200344";"155"
"AC";"Manoel Urbano";"2013";"FPM";"R$3.615.938,98";"1200344";"155"
"AC";"Marechal Thaumaturgo";"2009";"FPM";"R$4.169.502,18";"1200351";"655"
"AC";"Marechal Thaumaturgo";"2010";"FPM";"R$4.489.284,87";"1200351";"655"
"AC";"Marechal Thaumaturgo";"2011";"FPM";"R$5.434.873,94";"1200351";"655"
"AC";"Marechal Thaumaturgo";"2012";"FPM";"R$5.603.709,85";"1200351";"655"
"AC";"Marechal Thaumaturgo";"2013";"FPM";"R$6.026.564,81";"1200351";"655"
"AC";"Plácido de Castro";"2009";"FPM";"R$5.003.402,44";"1200385";"151"
"AC";"Plácido de Castro";"2010";"FPM";"R$5.387.141,82";"1200385";"151"
"AC";"Plácido de Castro";"2011";"FPM";"R$6.521.848,77";"1200385";"151"
"AC";"Plácido de Castro";"2012";"FPM";"R$6.724.451,69";"1200385";"151"
"AC";"Plácido de Castro";"2013";"FPM";"R$7.231.877,75";"1200385";"151"
"AC";"Porto Acre";"2009";"FPM";"R$4.169.502,18";"1200807";"649"
"AC";"Porto Acre";"2010";"FPM";"R$4.489.284,87";"1200807";"649"
"AC";"Porto Acre";"2011";"FPM";"R$5.434.873,94";"1200807";"649"
"AC";"Porto Acre";"2012";"FPM";"R$5.603.709,85";"1200807";"649"
"AC";"Porto Acre";"2013";"FPM";"R$6.026.564,81";"1200807";"649"
"AC";"Porto Walter";"2009";"FPM";"R$2.501.701,43";"1200393";"657"
"AC";"Porto Walter";"2010";"FPM";"R$2.693.571,07";"1200393";"657"
"AC";"Porto Walter";"2011";"FPM";"R$3.260.924,55";"1200393";"657"
"AC";"Porto Walter";"2012";"FPM";"R$3.362.226,01";"1200393";"657"
"AC";"Porto Walter";"2013";"FPM";"R$3.615.938,98";"1200393";"657"
"AC";"Rio Branco";"2009";"FPM";"R$117.573.093,85";"1200401";"139"
"AC";"Rio Branco";"2010";"FPM";"R$114.475.310,59";"1200401";"139"
"AC";"Rio Branco";"2011";"FPM";"R$142.409.041,20";"1200401";"139"
"AC";"Rio Branco";"2012";"FPM";"R$147.218.407,34";"1200401";"139"
"AC";"Rio Branco";"2013";"FPM";"R$177.397.593,19";"1200401";"139"
"AC";"Rodrigues Alves";"2009";"FPM";"R$3.335.601,74";"1200427";"659"
"AC";"Rodrigues Alves";"2010";"FPM";"R$3.591.427,98";"1200427";"659"
"AC";"Rodrigues Alves";"2011";"FPM";"R$5.434.873,94";"1200427";"659"
"AC";"Rodrigues Alves";"2012";"FPM";"R$5.603.709,85";"1200427";"659"
"AC";"Rodrigues Alves";"2013";"FPM";"R$6.026.564,81";"1200427";"659"
"AC";"Santa Rosa do Purus";"2009";"FPM";"R$2.501.701,00";"1200435";"661"
"AC";"Santa Rosa do Purus";"2010";"FPM";"R$2.693.571,27";"1200435";"661"
"AC";"Santa Rosa do Purus";"2011";"FPM";"R$3.260.924,65";"1200435";"661"
"AC";"Santa Rosa do Purus";"2012";"FPM";"R$3.362.226,21";"1200435";"661"
"AC";"Santa Rosa do Purus";"2013";"FPM";"R$3.615.939,42";"1200435";"661"
"AC";"Sena Madureira";"2009";"FPM";"R$6.671.203,08";"1200500";"145"
"AC";"Sena Madureira";"2010";"FPM";"R$7.182.855,65";"1200500";"145"
"AC";"Sena Madureira";"2011";"FPM";"R$9.782.772,90";"1200500";"145"
"AC";"Sena Madureira";"2012";"FPM";"R$10.086.677,39";"1200500";"145"
"AC";"Sena Madureira";"2013";"FPM";"R$10.847.816,47";"1200500";"145"
"AC";"Senador Guiomard";"2009";"FPM";"R$5.003.402,44";"1200450";"153"
"AC";"Senador Guiomard";"2010";"FPM";"R$5.387.141,82";"1200450";"153"
"AC";"Senador Guiomard";"2011";"FPM";"R$6.521.848,77";"1200450";"153"
"AC";"Senador Guiomard";"2012";"FPM";"R$6.724.451,69";"1200450";"153"
"AC";"Senador Guiomard";"2013";"FPM";"R$7.231.877,75";"1200450";"153"
"AC";"Tarauacá";"2009";"FPM";"R$6.671.203,08";"1200609";"147"
"AC";"Tarauacá";"2010";"FPM";"R$7.182.855,65";"1200609";"147"
"AC";"Tarauacá";"2011";"FPM";"R$8.695.798,20";"1200609";"147"
"AC";"Tarauacá";"2012";"FPM";"R$8.965.935,54";"1200609";"147"
"AC";"Tarauacá";"2013";"FPM";"R$9.642.503,55";"1200609";"147"
"AC";"Xapuri";"2009";"FPM";"R$4.169.502,18";"1200708";"149"
"AC";"Xapuri";"2010";"FPM";"R$4.489.284,87";"1200708";"149"
"AC";"Xapuri";"2011";"FPM";"R$5.434.873,94";"1200708";"149"
"AC";"Xapuri";"2012";"FPM";"R$5.603.709,85";"1200708";"149"
"AC";"Xapuri";"2013";"FPM";"R$6.026.564,81";"1200708";"149"
"AL";"Água Branca";"2009";"FPM";"R$7.518.073,70";"2700102";"2701"
"AL";"Água Branca";"2010";"FPM";"R$8.080.648,58";"2700102";"2701"
"AL";"Água Branca";"2011";"FPM";"R$9.979.490,07";"2700102";"2701"
"AL";"Água Branca";"2012";"FPM";"R$10.347.959,68";"2700102";"2701"
"AL";"Água Branca";"2013";"FPM";"R$11.121.107,12";"2700102";"2701"
"AL";"Anadia";"2009";"FPM";"R$7.518.073,70";"2700201";"2703"
"AL";"Anadia";"2010";"FPM";"R$8.080.648,58";"2700201";"2703"
"AL";"Anadia";"2011";"FPM";"R$9.979.490,07";"2700201";"2703"
"AL";"Anadia";"2012";"FPM";"R$10.347.959,68";"2700201";"2703"
"AL";"Anadia";"2013";"FPM";"R$11.121.107,12";"2700201";"2703"
"AL";"Arapiraca";"2009";"FPM";"R$46.505.533,96";"2700300";"2705"
"AL";"Arapiraca";"2010";"FPM";"R$49.669.183,39";"2700300";"2705"
"AL";"Arapiraca";"2011";"FPM";"R$60.386.206,51";"2700300";"2705"
"AL";"Arapiraca";"2012";"FPM";"R$62.275.640,40";"2700300";"2705"
"AL";"Arapiraca";"2013";"FPM";"R$66.702.807,38";"2700300";"2705"
"AL";"Atalaia";"2009";"FPM";"R$13.783.134,79";"2700409";"2707"
"AL";"Atalaia";"2010";"FPM";"R$14.814.522,13";"2700409";"2707"
"AL";"Atalaia";"2011";"FPM";"R$16.632.483,23";"2700409";"2707"
"AL";"Atalaia";"2012";"FPM";"R$17.246.599,27";"2700409";"2707"
"AL";"Atalaia";"2013";"FPM";"R$18.535.178,34";"2700409";"2707"
"AL";"Barra de Santo Antônio";"2009";"FPM";"R$6.265.061,48";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2010";"FPM";"R$6.733.873,88";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2011";"FPM";"R$8.316.241,84";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2012";"FPM";"R$8.623.299,86";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2013";"FPM";"R$9.267.589,32";"2700508";"2709"
"AL";"Barra de São Miguel";"2009";"FPM";"R$3.759.037,03";"2700607";"2711"
"AL";"Barra de São Miguel";"2010";"FPM";"R$4.040.324,46";"2700607";"2711"
"AL";"Barra de São Miguel";"2011";"FPM";"R$4.989.745,21";"2700607";"2711"
"AL";"Barra de São Miguel";"2012";"FPM";"R$5.173.980,00";"2700607";"2711"
"AL";"Barra de São Miguel";"2013";"FPM";"R$5.560.553,63";"2700607";"2711"
"AL";"Batalha";"2009";"FPM";"R$6.265.061,48";"2700706";"2713"
"AL";"Batalha";"2010";"FPM";"R$6.733.873,88";"2700706";"2713"
"AL";"Batalha";"2011";"FPM";"R$9.979.490,07";"2700706";"2713"
"AL";"Batalha";"2012";"FPM";"R$10.347.959,68";"2700706";"2713"
"AL";"Batalha";"2013";"FPM";"R$11.121.107,12";"2700706";"2713"
"AL";"Belém";"2009";"FPM";"R$3.759.037,03";"2700805";"2715"
"AL";"Belém";"2010";"FPM";"R$4.040.324,46";"2700805";"2715"
"AL";"Belém";"2011";"FPM";"R$4.989.745,21";"2700805";"2715"
"AL";"Belém";"2012";"FPM";"R$5.173.980,00";"2700805";"2715"
"AL";"Belém";"2013";"FPM";"R$5.560.553,63";"2700805";"2715"
"AL";"Belo Monte";"2009";"FPM";"R$3.759.037,03";"2700904";"2717"
"AL";"Belo Monte";"2010";"FPM";"R$4.040.324,46";"2700904";"2717"
"AL";"Belo Monte";"2011";"FPM";"R$4.989.745,21";"2700904";"2717"
"AL";"Belo Monte";"2012";"FPM";"R$5.173.980,00";"2700904";"2717"
"AL";"Belo Monte";"2013";"FPM";"R$5.560.553,63";"2700904";"2717"
"AL";"Boca da Mata";"2009";"FPM";"R$8.771.085,94";"2701001";"2719"
"AL";"Boca da Mata";"2010";"FPM";"R$9.427.423,34";"2701001";"2719"
"AL";"Boca da Mata";"2011";"FPM";"R$11.642.738,38";"2701001";"2719"
"AL";"Boca da Mata";"2012";"FPM";"R$12.072.619,59";"2701001";"2719"
"AL";"Boca da Mata";"2013";"FPM";"R$12.974.624,90";"2701001";"2719"
"AL";"Branquinha";"2009";"FPM";"R$5.012.049,31";"2701100";"2721"
"AL";"Branquinha";"2010";"FPM";"R$5.387.099,22";"2701100";"2721"
"AL";"Branquinha";"2011";"FPM";"R$6.652.993,51";"2701100";"2721"
"AL";"Branquinha";"2012";"FPM";"R$6.898.639,92";"2701100";"2721"
"AL";"Branquinha";"2013";"FPM";"R$7.414.071,55";"2701100";"2721"
"AL";"Cacimbinhas";"2009";"FPM";"R$3.759.037,03";"2701209";"2723"
"AL";"Cacimbinhas";"2010";"FPM";"R$4.040.324,46";"2701209";"2723"
"AL";"Cacimbinhas";"2011";"FPM";"R$6.652.993,51";"2701209";"2723"
"AL";"Cacimbinhas";"2012";"FPM";"R$6.898.639,92";"2701209";"2723"
"AL";"Cacimbinhas";"2013";"FPM";"R$7.414.071,55";"2701209";"2723"
"AL";"Cajueiro";"2009";"FPM";"R$7.518.073,70";"2701308";"2725"
"AL";"Cajueiro";"2010";"FPM";"R$8.080.648,58";"2701308";"2725"
"AL";"Cajueiro";"2011";"FPM";"R$9.979.490,07";"2701308";"2725"
"AL";"Cajueiro";"2012";"FPM";"R$10.347.959,68";"2701308";"2725"
"AL";"Cajueiro";"2013";"FPM";"R$11.121.107,12";"2701308";"2725"
"AL";"Campestre";"2009";"FPM";"R$3.759.037,03";"2701357";"560"
"AL";"Campestre";"2010";"FPM";"R$4.040.324,46";"2701357";"560"
"AL";"Campestre";"2011";"FPM";"R$4.989.745,21";"2701357";"560"
"AL";"Campestre";"2012";"FPM";"R$5.173.980,00";"2701357";"560"
"AL";"Campestre";"2013";"FPM";"R$5.560.553,63";"2701357";"560"
"AL";"Campo Alegre";"2009";"FPM";"R$12.530.122,60";"2701407";"2727"
"AL";"Campo Alegre";"2010";"FPM";"R$13.467.747,49";"2701407";"2727"
"AL";"Campo Alegre";"2011";"FPM";"R$16.632.483,23";"2701407";"2727"
"AL";"Campo Alegre";"2012";"FPM";"R$18.971.259,18";"2701407";"2727"
"AL";"Campo Alegre";"2013";"FPM";"R$20.388.696,13";"2701407";"2727"
"AL";"Campo Grande";"2009";"FPM";"R$3.759.037,03";"2701506";"2729"
"AL";"Campo Grande";"2010";"FPM";"R$4.040.324,46";"2701506";"2729"
"AL";"Campo Grande";"2011";"FPM";"R$4.989.745,21";"2701506";"2729"
"AL";"Campo Grande";"2012";"FPM";"R$5.173.980,00";"2701506";"2729"
"AL";"Campo Grande";"2013";"FPM";"R$5.560.553,63";"2701506";"2729"
"AL";"Canapi";"2009";"FPM";"R$7.518.073,70";"2701605";"2731"
"AL";"Canapi";"2010";"FPM";"R$8.080.648,58";"2701605";"2731"
"AL";"Canapi";"2011";"FPM";"R$9.979.490,07";"2701605";"2731"
"AL";"Canapi";"2012";"FPM";"R$10.347.959,68";"2701605";"2731"
"AL";"Canapi";"2013";"FPM";"R$11.121.107,12";"2701605";"2731"
"AL";"Capela";"2009";"FPM";"R$7.518.073,70";"2701704";"2733"
"AL";"Capela";"2010";"FPM";"R$8.080.648,58";"2701704";"2733"
"AL";"Capela";"2011";"FPM";"R$9.979.490,07";"2701704";"2733"
"AL";"Capela";"2012";"FPM";"R$8.623.299,86";"2701704";"2733"
"AL";"Capela";"2013";"FPM";"R$9.267.589,32";"2701704";"2733"
"AL";"Carneiros";"2009";"FPM";"R$3.759.037,03";"2701803";"2735"
"AL";"Carneiros";"2010";"FPM";"R$4.040.324,46";"2701803";"2735"
"AL";"Carneiros";"2011";"FPM";"R$4.989.745,21";"2701803";"2735"
"AL";"Carneiros";"2012";"FPM";"R$5.173.980,00";"2701803";"2735"
"AL";"Carneiros";"2013";"FPM";"R$5.560.553,63";"2701803";"2735"
"AL";"Chã Preta";"2009";"FPM";"R$3.759.037,03";"2701902";"2737"
"AL";"Chã Preta";"2010";"FPM";"R$4.040.324,46";"2701902";"2737"
"AL";"Chã Preta";"2011";"FPM";"R$4.989.745,21";"2701902";"2737"
"AL";"Chã Preta";"2012";"FPM";"R$5.173.980,00";"2701902";"2737"
"AL";"Chã Preta";"2013";"FPM";"R$5.560.553,63";"2701902";"2737"
"AL";"Coité do Nóia";"2009";"FPM";"R$5.012.049,31";"2702009";"2739"
"AL";"Coité do Nóia";"2010";"FPM";"R$5.387.099,22";"2702009";"2739"
"AL";"Coité do Nóia";"2011";"FPM";"R$6.652.993,51";"2702009";"2739"
"AL";"Coité do Nóia";"2012";"FPM";"R$6.898.639,92";"2702009";"2739"
"AL";"Coité do Nóia";"2013";"FPM";"R$7.414.071,55";"2702009";"2739"
"AL";"Colônia Leopoldina";"2009";"FPM";"R$7.518.073,70";"2702108";"2741"
"AL";"Colônia Leopoldina";"2010";"FPM";"R$8.080.648,58";"2702108";"2741"
"AL";"Colônia Leopoldina";"2011";"FPM";"R$9.979.490,07";"2702108";"2741"
"AL";"Colônia Leopoldina";"2012";"FPM";"R$10.347.959,68";"2702108";"2741"
"AL";"Colônia Leopoldina";"2013";"FPM";"R$11.121.107,12";"2702108";"2741"
"AL";"Coqueiro Seco";"2009";"FPM";"R$3.759.037,03";"2702207";"2743"
"AL";"Coqueiro Seco";"2010";"FPM";"R$4.040.324,46";"2702207";"2743"
"AL";"Coqueiro Seco";"2011";"FPM";"R$4.989.745,21";"2702207";"2743"
"AL";"Coqueiro Seco";"2012";"FPM";"R$5.173.980,00";"2702207";"2743"
"AL";"Coqueiro Seco";"2013";"FPM";"R$5.560.553,63";"2702207";"2743"
"AL";"Coruripe";"2009";"FPM";"R$13.783.134,79";"2702306";"2745"
"AL";"Coruripe";"2010";"FPM";"R$14.814.522,13";"2702306";"2745"
"AL";"Coruripe";"2011";"FPM";"R$18.295.731,47";"2702306";"2745"
"AL";"Coruripe";"2012";"FPM";"R$18.971.259,18";"2702306";"2745"
"AL";"Coruripe";"2013";"FPM";"R$20.388.696,13";"2702306";"2745"
"AL";"Craíbas";"2009";"FPM";"R$7.518.073,70";"2702355";"2889"
"AL";"Craíbas";"2010";"FPM";"R$8.080.648,58";"2702355";"2889"
"AL";"Craíbas";"2011";"FPM";"R$9.979.490,07";"2702355";"2889"
"AL";"Craíbas";"2012";"FPM";"R$10.347.959,68";"2702355";"2889"
"AL";"Craíbas";"2013";"FPM";"R$11.121.107,12";"2702355";"2889"
"AL";"Delmiro Gouveia";"2009";"FPM";"R$12.530.122,60";"2702405";"2747"
"AL";"Delmiro Gouveia";"2010";"FPM";"R$13.467.747,49";"2702405";"2747"
"AL";"Delmiro Gouveia";"2011";"FPM";"R$16.632.483,23";"2702405";"2747"
"AL";"Delmiro Gouveia";"2012";"FPM";"R$17.246.599,27";"2702405";"2747"
"AL";"Delmiro Gouveia";"2013";"FPM";"R$18.535.178,34";"2702405";"2747"
"AL";"Dois Riachos";"2009";"FPM";"R$5.012.049,31";"2702504";"2749"
"AL";"Dois Riachos";"2010";"FPM";"R$5.387.099,22";"2702504";"2749"
"AL";"Dois Riachos";"2011";"FPM";"R$6.652.993,51";"2702504";"2749"
"AL";"Dois Riachos";"2012";"FPM";"R$6.898.639,92";"2702504";"2749"
"AL";"Dois Riachos";"2013";"FPM";"R$7.414.071,55";"2702504";"2749"
"AL";"Estrela de Alagoas";"2009";"FPM";"R$7.518.073,70";"2702553";"2643"
"AL";"Estrela de Alagoas";"2010";"FPM";"R$8.080.648,58";"2702553";"2643"
"AL";"Estrela de Alagoas";"2011";"FPM";"R$9.979.490,07";"2702553";"2643"
"AL";"Estrela de Alagoas";"2012";"FPM";"R$10.347.959,68";"2702553";"2643"
"AL";"Estrela de Alagoas";"2013";"FPM";"R$11.121.107,12";"2702553";"2643"
"AL";"Feira Grande";"2009";"FPM";"R$7.518.073,70";"2702603";"2751"
"AL";"Feira Grande";"2010";"FPM";"R$8.080.648,58";"2702603";"2751"
"AL";"Feira Grande";"2011";"FPM";"R$9.979.490,07";"2702603";"2751"
"AL";"Feira Grande";"2012";"FPM";"R$10.347.959,68";"2702603";"2751"
"AL";"Feira Grande";"2013";"FPM";"R$11.121.107,12";"2702603";"2751"
"AL";"Feliz Deserto";"2009";"FPM";"R$3.759.037,03";"2702702";"2753"
"AL";"Feliz Deserto";"2010";"FPM";"R$4.040.324,46";"2702702";"2753"
"AL";"Feliz Deserto";"2011";"FPM";"R$4.989.745,21";"2702702";"2753"
"AL";"Feliz Deserto";"2012";"FPM";"R$5.173.980,00";"2702702";"2753"
"AL";"Feliz Deserto";"2013";"FPM";"R$5.560.553,63";"2702702";"2753"
"AL";"Flexeiras";"2009";"FPM";"R$5.012.049,31";"2702801";"2755"
"AL";"Flexeiras";"2010";"FPM";"R$5.387.099,22";"2702801";"2755"
"AL";"Flexeiras";"2011";"FPM";"R$6.652.993,51";"2702801";"2755"
"AL";"Flexeiras";"2012";"FPM";"R$6.898.639,92";"2702801";"2755"
"AL";"Flexeiras";"2013";"FPM";"R$7.414.071,55";"2702801";"2755"
"AL";"Girau do Ponciano";"2009";"FPM";"R$10.024.098,16";"2702900";"2757"
"AL";"Girau do Ponciano";"2010";"FPM";"R$10.774.198,05";"2702900";"2757"
"AL";"Girau do Ponciano";"2011";"FPM";"R$13.305.986,68";"2702900";"2757"
"AL";"Girau do Ponciano";"2012";"FPM";"R$13.797.279,49";"2702900";"2757"
"AL";"Girau do Ponciano";"2013";"FPM";"R$16.681.660,53";"2702900";"2757"
"AL";"Ibateguara";"2009";"FPM";"R$6.265.061,48";"2703007";"2759"
"AL";"Ibateguara";"2010";"FPM";"R$6.733.873,88";"2703007";"2759"
"AL";"Ibateguara";"2011";"FPM";"R$8.316.241,84";"2703007";"2759"
"AL";"Ibateguara";"2012";"FPM";"R$8.623.299,86";"2703007";"2759"
"AL";"Ibateguara";"2013";"FPM";"R$9.267.589,32";"2703007";"2759"
"AL";"Igaci";"2009";"FPM";"R$8.771.085,94";"2703106";"2761"
"AL";"Igaci";"2010";"FPM";"R$9.427.423,34";"2703106";"2761"
"AL";"Igaci";"2011";"FPM";"R$11.642.738,38";"2703106";"2761"
"AL";"Igaci";"2012";"FPM";"R$12.072.619,59";"2703106";"2761"
"AL";"Igaci";"2013";"FPM";"R$12.974.624,90";"2703106";"2761"
"AL";"Igreja Nova";"2009";"FPM";"R$7.518.073,70";"2703205";"2763"
"AL";"Igreja Nova";"2010";"FPM";"R$9.427.423,34";"2703205";"2763"
"AL";"Igreja Nova";"2011";"FPM";"R$9.979.490,07";"2703205";"2763"
"AL";"Igreja Nova";"2012";"FPM";"R$10.347.959,68";"2703205";"2763"
"AL";"Igreja Nova";"2013";"FPM";"R$11.121.107,12";"2703205";"2763"
"AL";"Inhapi";"2009";"FPM";"R$7.518.073,70";"2703304";"2765"
"AL";"Inhapi";"2010";"FPM";"R$8.080.648,58";"2703304";"2765"
"AL";"Inhapi";"2011";"FPM";"R$9.979.490,07";"2703304";"2765"
"AL";"Inhapi";"2012";"FPM";"R$10.347.959,68";"2703304";"2765"
"AL";"Inhapi";"2013";"FPM";"R$11.121.107,12";"2703304";"2765"
"AL";"Jacaré dos Homens";"2009";"FPM";"R$3.759.037,03";"2703403";"2767"
"AL";"Jacaré dos Homens";"2010";"FPM";"R$4.040.324,46";"2703403";"2767"
"AL";"Jacaré dos Homens";"2011";"FPM";"R$4.989.745,21";"2703403";"2767"
"AL";"Jacaré dos Homens";"2012";"FPM";"R$5.173.980,00";"2703403";"2767"
"AL";"Jacaré dos Homens";"2013";"FPM";"R$5.560.553,63";"2703403";"2767"
"AL";"Jacuípe";"2009";"FPM";"R$3.759.037,03";"2703502";"2769"
"AL";"Jacuípe";"2010";"FPM";"R$4.040.324,46";"2703502";"2769"
"AL";"Jacuípe";"2011";"FPM";"R$4.989.745,21";"2703502";"2769"
"AL";"Jacuípe";"2012";"FPM";"R$5.173.980,00";"2703502";"2769"
"AL";"Jacuípe";"2013";"FPM";"R$5.560.553,63";"2703502";"2769"
"AL";"Japaratinga";"2009";"FPM";"R$3.759.037,03";"2703601";"2771"
"AL";"Japaratinga";"2010";"FPM";"R$4.040.324,46";"2703601";"2771"
"AL";"Japaratinga";"2011";"FPM";"R$4.989.745,21";"2703601";"2771"
"AL";"Japaratinga";"2012";"FPM";"R$5.173.980,00";"2703601";"2771"
"AL";"Japaratinga";"2013";"FPM";"R$5.560.553,63";"2703601";"2771"
"AL";"Jaramataia";"2009";"FPM";"R$3.759.037,03";"2703700";"2773"
"AL";"Jaramataia";"2010";"FPM";"R$4.040.324,46";"2703700";"2773"
"AL";"Jaramataia";"2011";"FPM";"R$4.989.745,21";"2703700";"2773"
"AL";"Jaramataia";"2012";"FPM";"R$5.173.980,00";"2703700";"2773"
"AL";"Jaramataia";"2013";"FPM";"R$5.560.553,63";"2703700";"2773"
"AL";"Jequiá da Praia";"2009";"FPM";"R$5.012.048,89";"2703759";"562"
"AL";"Jequiá da Praia";"2010";"FPM";"R$5.387.098,74";"2703759";"562"
"AL";"Jequiá da Praia";"2011";"FPM";"R$6.652.993,39";"2703759";"562"
"AL";"Jequiá da Praia";"2012";"FPM";"R$6.898.639,46";"2703759";"562"
"AL";"Jequiá da Praia";"2013";"FPM";"R$7.414.070,44";"2703759";"562"
"AL";"Joaquim Gomes";"2009";"FPM";"R$7.518.073,70";"2703809";"2775"
"AL";"Joaquim Gomes";"2010";"FPM";"R$8.080.648,58";"2703809";"2775"
"AL";"Joaquim Gomes";"2011";"FPM";"R$9.979.490,07";"2703809";"2775"
"AL";"Joaquim Gomes";"2012";"FPM";"R$10.347.959,68";"2703809";"2775"
"AL";"Joaquim Gomes";"2013";"FPM";"R$11.121.107,12";"2703809";"2775"
"AL";"Jundiá";"2009";"FPM";"R$3.759.037,03";"2703908";"2777"
"AL";"Jundiá";"2010";"FPM";"R$4.040.324,46";"2703908";"2777"
"AL";"Jundiá";"2011";"FPM";"R$4.989.745,21";"2703908";"2777"
"AL";"Jundiá";"2012";"FPM";"R$5.173.980,00";"2703908";"2777"
"AL";"Jundiá";"2013";"FPM";"R$5.560.553,63";"2703908";"2777"
"AL";"Junqueiro";"2009";"FPM";"R$8.771.085,94";"2704005";"2779"
"AL";"Junqueiro";"2010";"FPM";"R$9.427.423,34";"2704005";"2779"
"AL";"Junqueiro";"2011";"FPM";"R$11.642.738,38";"2704005";"2779"
