"UF";"Município";"Ano";"Transferência";"Valor Consolidado";"Código IBGE";"Código SIAFI"
"AL";"Arapiraca";"2020";"FPM";"R$84.891.000,42";"2700300";"2705"
"AL";"Arapiraca";"2021";"FPM";"R$113.229.425,16";"2700300";"2705"
"AL";"Arapiraca";"2022";"FPM";"R$143.207.109,86";"2700300";"2705"
"AL";"Arapiraca";"2023";"FPM";"R$146.792.164,82";"2700300";"2705"
"AL";"Atalaia";"2019";"FPM";"R$27.554.905,75";"2700409";"2707"
"AL";"Atalaia";"2020";"FPM";"R$26.410.638,03";"2700409";"2707"
"AL";"Atalaia";"2021";"FPM";"R$35.335.960,26";"2700409";"2707"
"AL";"Atalaia";"2022";"FPM";"R$44.598.147,44";"2700409";"2707"
"AL";"Atalaia";"2023";"FPM";"R$46.097.807,28";"2700409";"2707"
"AL";"Barra de Santo Antônio";"2019";"FPM";"R$13.777.453,08";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2020";"FPM";"R$13.205.319,18";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2021";"FPM";"R$17.667.980,31";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2022";"FPM";"R$22.299.073,86";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2023";"FPM";"R$23.048.903,74";"2700508";"2709"
"AL";"Barra de São Miguel";"2019";"FPM";"R$8.266.471,94";"2700607";"2711"
"AL";"Barra de São Miguel";"2020";"FPM";"R$7.923.191,60";"2700607";"2711"
"AL";"Barra de São Miguel";"2021";"FPM";"R$10.600.788,34";"2700607";"2711"
"AL";"Barra de São Miguel";"2022";"FPM";"R$13.379.444,42";"2700607";"2711"
"AL";"Barra de São Miguel";"2023";"FPM";"R$13.829.342,39";"2700607";"2711"
"AL";"Batalha";"2019";"FPM";"R$16.532.943,55";"2700706";"2713"
"AL";"Batalha";"2020";"FPM";"R$15.846.382,95";"2700706";"2713"
"AL";"Batalha";"2021";"FPM";"R$21.201.576,33";"2700706";"2713"
"AL";"Batalha";"2022";"FPM";"R$26.758.888,59";"2700706";"2713"
"AL";"Batalha";"2023";"FPM";"R$27.658.684,45";"2700706";"2713"
"AL";"Belém";"2019";"FPM";"R$8.266.471,94";"2700805";"2715"
"AL";"Belém";"2020";"FPM";"R$7.923.191,60";"2700805";"2715"
"AL";"Belém";"2021";"FPM";"R$10.600.788,34";"2700805";"2715"
"AL";"Belém";"2022";"FPM";"R$13.379.444,42";"2700805";"2715"
"AL";"Belém";"2023";"FPM";"R$13.829.342,39";"2700805";"2715"
"AL";"Belo Monte";"2019";"FPM";"R$8.266.471,94";"2700904";"2717"
"AL";"Belo Monte";"2020";"FPM";"R$7.923.191,60";"2700904";"2717"
"AL";"Belo Monte";"2021";"FPM";"R$10.600.788,34";"2700904";"2717"
"AL";"Belo Monte";"2022";"FPM";"R$13.379.444,42";"2700904";"2717"
"AL";"Belo Monte";"2023";"FPM";"R$13.829.342,39";"2700904";"2717"
"AL";"Boca da Mata";"2019";"FPM";"R$19.288.434,13";"2701001";"2719"
"AL";"Boca da Mata";"2020";"FPM";"R$18.487.446,74";"2701001";"2719"
"AL";"Boca da Mata";"2021";"FPM";"R$24.735.172,30";"2701001";"2719"
"AL";"Boca da Mata";"2022";"FPM";"R$31.218.703,25";"2701001";"2719"
"AL";"Boca da Mata";"2023";"FPM";"R$32.268.465,21";"2701001";"2719"
"AL";"Branquinha";"2019";"FPM";"R$11.021.962,44";"2701100";"2721"
"AL";"Branquinha";"2020";"FPM";"R$10.564.255,40";"2701100";"2721"
"AL";"Branquinha";"2021";"FPM";"R$14.134.384,33";"2701100";"2721"
"AL";"Branquinha";"2022";"FPM";"R$17.839.259,09";"2701100";"2721"
"AL";"Branquinha";"2023";"FPM";"R$18.439.123,12";"2701100";"2721"
"AL";"Cacimbinhas";"2019";"FPM";"R$11.021.962,44";"2701209";"2723"
"AL";"Cacimbinhas";"2020";"FPM";"R$10.564.255,40";"2701209";"2723"
"AL";"Cacimbinhas";"2021";"FPM";"R$14.134.384,33";"2701209";"2723"
"AL";"Cacimbinhas";"2022";"FPM";"R$17.839.259,09";"2701209";"2723"
"AL";"Cacimbinhas";"2023";"FPM";"R$18.439.123,12";"2701209";"2723"
"AL";"Cajueiro";"2019";"FPM";"R$16.532.943,55";"2701308";"2725"
"AL";"Cajueiro";"2020";"FPM";"R$15.846.382,95";"2701308";"2725"
"AL";"Cajueiro";"2021";"FPM";"R$21.201.576,33";"2701308";"2725"
"AL";"Cajueiro";"2022";"FPM";"R$26.758.888,59";"2701308";"2725"
"AL";"Cajueiro";"2023";"FPM";"R$27.658.684,45";"2701308";"2725"
"AL";"Campestre";"2019";"FPM";"R$8.266.471,94";"2701357";"560"
"AL";"Campestre";"2020";"FPM";"R$7.923.191,60";"2701357";"560"
"AL";"Campestre";"2021";"FPM";"R$10.600.788,34";"2701357";"560"
"AL";"Campestre";"2022";"FPM";"R$13.379.444,42";"2701357";"560"
"AL";"Campestre";"2023";"FPM";"R$13.829.342,39";"2701357";"560"
"AL";"Campo Alegre";"2019";"FPM";"R$30.310.396,29";"2701407";"2727"
"AL";"Campo Alegre";"2020";"FPM";"R$29.051.701,88";"2701407";"2727"
"AL";"Campo Alegre";"2021";"FPM";"R$38.869.556,29";"2701407";"2727"
"AL";"Campo Alegre";"2022";"FPM";"R$49.057.962,09";"2701407";"2727"
"AL";"Campo Alegre";"2023";"FPM";"R$50.707.587,96";"2701407";"2727"
"AL";"Campo Grande";"2019";"FPM";"R$8.266.471,94";"2701506";"2729"
"AL";"Campo Grande";"2020";"FPM";"R$7.923.191,60";"2701506";"2729"
"AL";"Campo Grande";"2021";"FPM";"R$10.600.788,34";"2701506";"2729"
"AL";"Campo Grande";"2022";"FPM";"R$13.379.444,42";"2701506";"2729"
"AL";"Campo Grande";"2023";"FPM";"R$13.829.342,39";"2701506";"2729"
"AL";"Canapi";"2019";"FPM";"R$16.532.943,55";"2701605";"2731"
"AL";"Canapi";"2020";"FPM";"R$15.846.382,95";"2701605";"2731"
"AL";"Canapi";"2021";"FPM";"R$21.201.576,33";"2701605";"2731"
"AL";"Canapi";"2022";"FPM";"R$26.758.888,59";"2701605";"2731"
"AL";"Canapi";"2023";"FPM";"R$27.658.684,45";"2701605";"2731"
"AL";"Capela";"2019";"FPM";"R$16.532.943,55";"2701704";"2733"
"AL";"Capela";"2020";"FPM";"R$15.846.382,95";"2701704";"2733"
"AL";"Capela";"2021";"FPM";"R$21.201.576,33";"2701704";"2733"
"AL";"Capela";"2022";"FPM";"R$26.758.888,59";"2701704";"2733"
"AL";"Capela";"2023";"FPM";"R$27.658.684,45";"2701704";"2733"
"AL";"Carneiros";"2019";"FPM";"R$8.266.471,94";"2701803";"2735"
"AL";"Carneiros";"2020";"FPM";"R$7.923.191,60";"2701803";"2735"
"AL";"Carneiros";"2021";"FPM";"R$10.600.788,34";"2701803";"2735"
"AL";"Carneiros";"2022";"FPM";"R$13.379.444,42";"2701803";"2735"
"AL";"Carneiros";"2023";"FPM";"R$13.829.342,39";"2701803";"2735"
"AL";"Chã Preta";"2019";"FPM";"R$8.266.471,94";"2701902";"2737"
"AL";"Chã Preta";"2020";"FPM";"R$7.923.191,60";"2701902";"2737"
"AL";"Chã Preta";"2021";"FPM";"R$10.600.788,34";"2701902";"2737"
"AL";"Chã Preta";"2022";"FPM";"R$13.379.444,42";"2701902";"2737"
"AL";"Chã Preta";"2023";"FPM";"R$13.829.342,39";"2701902";"2737"
"AL";"Coité do Nóia";"2019";"FPM";"R$11.021.962,44";"2702009";"2739"
"AL";"Coité do Nóia";"2020";"FPM";"R$10.564.255,40";"2702009";"2739"
"AL";"Coité do Nóia";"2021";"FPM";"R$14.134.384,33";"2702009";"2739"
"AL";"Coité do Nóia";"2022";"FPM";"R$17.839.259,09";"2702009";"2739"
"AL";"Coité do Nóia";"2023";"FPM";"R$18.439.123,12";"2702009";"2739"
"AL";"Colônia Leopoldina";"2019";"FPM";"R$16.532.943,55";"2702108";"2741"
"AL";"Colônia Leopoldina";"2020";"FPM";"R$15.846.382,95";"2702108";"2741"
"AL";"Colônia Leopoldina";"2021";"FPM";"R$21.201.576,33";"2702108";"2741"
"AL";"Colônia Leopoldina";"2022";"FPM";"R$26.758.888,59";"2702108";"2741"
"AL";"Colônia Leopoldina";"2023";"FPM";"R$27.658.684,45";"2702108";"2741"
"AL";"Coqueiro Seco";"2019";"FPM";"R$8.266.471,94";"2702207";"2743"
"AL";"Coqueiro Seco";"2020";"FPM";"R$7.923.191,60";"2702207";"2743"
"AL";"Coqueiro Seco";"2021";"FPM";"R$10.600.788,34";"2702207";"2743"
"AL";"Coqueiro Seco";"2022";"FPM";"R$13.379.444,42";"2702207";"2743"
"AL";"Coqueiro Seco";"2023";"FPM";"R$13.829.342,39";"2702207";"2743"
"AL";"Coruripe";"2019";"FPM";"R$30.310.396,29";"2702306";"2745"
"AL";"Coruripe";"2020";"FPM";"R$29.051.701,88";"2702306";"2745"
"AL";"Coruripe";"2021";"FPM";"R$38.869.556,29";"2702306";"2745"
"AL";"Coruripe";"2022";"FPM";"R$49.057.962,09";"2702306";"2745"
"AL";"Coruripe";"2023";"FPM";"R$50.707.587,96";"2702306";"2745"
"AL";"Craíbas";"2019";"FPM";"R$19.288.434,13";"2702355";"2889"
"AL";"Craíbas";"2020";"FPM";"R$18.487.446,74";"2702355";"2889"
"AL";"Craíbas";"2021";"FPM";"R$24.735.172,30";"2702355";"2889"
"AL";"Craíbas";"2022";"FPM";"R$31.218.703,25";"2702355";"2889"
"AL";"Craíbas";"2023";"FPM";"R$32.268.465,21";"2702355";"2889"
"AL";"Delmiro Gouveia";"2019";"FPM";"R$30.310.396,29";"2702405";"2747"
"AL";"Delmiro Gouveia";"2020";"FPM";"R$29.051.701,88";"2702405";"2747"
"AL";"Delmiro Gouveia";"2021";"FPM";"R$38.869.556,29";"2702405";"2747"
"AL";"Delmiro Gouveia";"2022";"FPM";"R$49.057.962,09";"2702405";"2747"
"AL";"Delmiro Gouveia";"2023";"FPM";"R$50.707.587,96";"2702405";"2747"
"AL";"Dois Riachos";"2019";"FPM";"R$11.021.962,44";"2702504";"2749"
"AL";"Dois Riachos";"2020";"FPM";"R$10.564.255,40";"2702504";"2749"
"AL";"Dois Riachos";"2021";"FPM";"R$14.134.384,33";"2702504";"2749"
"AL";"Dois Riachos";"2022";"FPM";"R$17.839.259,09";"2702504";"2749"
"AL";"Dois Riachos";"2023";"FPM";"R$18.439.123,12";"2702504";"2749"
"AL";"Estrela de Alagoas";"2019";"FPM";"R$16.532.943,55";"2702553";"2643"
"AL";"Estrela de Alagoas";"2020";"FPM";"R$15.846.382,95";"2702553";"2643"
"AL";"Estrela de Alagoas";"2021";"FPM";"R$21.201.576,33";"2702553";"2643"
"AL";"Estrela de Alagoas";"2022";"FPM";"R$26.758.888,59";"2702553";"2643"
"AL";"Estrela de Alagoas";"2023";"FPM";"R$27.658.684,45";"2702553";"2643"
"AL";"Feira Grande";"2019";"FPM";"R$16.532.943,55";"2702603";"2751"
"AL";"Feira Grande";"2020";"FPM";"R$15.846.382,95";"2702603";"2751"
"AL";"Feira Grande";"2021";"FPM";"R$21.201.576,33";"2702603";"2751"
"AL";"Feira Grande";"2022";"FPM";"R$26.758.888,59";"2702603";"2751"
"AL";"Feira Grande";"2023";"FPM";"R$27.658.684,45";"2702603";"2751"
"AL";"Feliz Deserto";"2019";"FPM";"R$8.266.471,94";"2702702";"2753"
"AL";"Feliz Deserto";"2020";"FPM";"R$7.923.191,60";"2702702";"2753"
"AL";"Feliz Deserto";"2021";"FPM";"R$10.600.788,34";"2702702";"2753"
"AL";"Feliz Deserto";"2022";"FPM";"R$13.379.444,42";"2702702";"2753"
"AL";"Feliz Deserto";"2023";"FPM";"R$13.829.342,39";"2702702";"2753"
"AL";"Flexeiras";"2019";"FPM";"R$11.021.962,44";"2702801";"2755"
"AL";"Flexeiras";"2020";"FPM";"R$10.564.255,40";"2702801";"2755"
"AL";"Flexeiras";"2021";"FPM";"R$14.134.384,33";"2702801";"2755"
"AL";"Flexeiras";"2022";"FPM";"R$17.839.259,09";"2702801";"2755"
"AL";"Flexeiras";"2023";"FPM";"R$18.439.123,12";"2702801";"2755"
"AL";"Girau do Ponciano";"2019";"FPM";"R$24.799.415,18";"2702900";"2757"
"AL";"Girau do Ponciano";"2020";"FPM";"R$23.769.574,32";"2702900";"2757"
"AL";"Girau do Ponciano";"2021";"FPM";"R$31.802.364,38";"2702900";"2757"
"AL";"Girau do Ponciano";"2022";"FPM";"R$40.138.332,71";"2702900";"2757"
"AL";"Girau do Ponciano";"2023";"FPM";"R$41.488.026,58";"2702900";"2757"
"AL";"Ibateguara";"2019";"FPM";"R$13.777.453,08";"2703007";"2759"
"AL";"Ibateguara";"2020";"FPM";"R$13.205.319,18";"2703007";"2759"
"AL";"Ibateguara";"2021";"FPM";"R$17.667.980,31";"2703007";"2759"
"AL";"Ibateguara";"2022";"FPM";"R$22.299.073,86";"2703007";"2759"
"AL";"Ibateguara";"2023";"FPM";"R$23.048.903,74";"2703007";"2759"
"AL";"Igaci";"2019";"FPM";"R$19.288.434,13";"2703106";"2761"
"AL";"Igaci";"2020";"FPM";"R$18.487.446,74";"2703106";"2761"
"AL";"Igaci";"2021";"FPM";"R$24.735.172,30";"2703106";"2761"
"AL";"Igaci";"2022";"FPM";"R$31.218.703,25";"2703106";"2761"
"AL";"Igaci";"2023";"FPM";"R$32.268.465,21";"2703106";"2761"
"AL";"Igreja Nova";"2019";"FPM";"R$19.288.434,13";"2703205";"2763"
"AL";"Igreja Nova";"2020";"FPM";"R$18.487.446,74";"2703205";"2763"
"AL";"Igreja Nova";"2021";"FPM";"R$24.735.172,30";"2703205";"2763"
"AL";"Igreja Nova";"2022";"FPM";"R$31.218.703,25";"2703205";"2763"
"AL";"Igreja Nova";"2023";"FPM";"R$32.268.465,21";"2703205";"2763"
"AL";"Inhapi";"2019";"FPM";"R$16.532.943,55";"2703304";"2765"
"AL";"Inhapi";"2020";"FPM";"R$15.846.382,95";"2703304";"2765"
"AL";"Inhapi";"2021";"FPM";"R$21.201.576,33";"2703304";"2765"
"AL";"Inhapi";"2022";"FPM";"R$26.758.888,59";"2703304";"2765"
"AL";"Inhapi";"2023";"FPM";"R$27.658.684,45";"2703304";"2765"
"AL";"Jacaré dos Homens";"2019";"FPM";"R$8.266.471,94";"2703403";"2767"
"AL";"Jacaré dos Homens";"2020";"FPM";"R$7.923.191,60";"2703403";"2767"
"AL";"Jacaré dos Homens";"2021";"FPM";"R$10.600.788,34";"2703403";"2767"
"AL";"Jacaré dos Homens";"2022";"FPM";"R$13.379.444,42";"2703403";"2767"
"AL";"Jacaré dos Homens";"2023";"FPM";"R$13.829.342,39";"2703403";"2767"
"AL";"Jacuípe";"2019";"FPM";"R$8.266.471,94";"2703502";"2769"
"AL";"Jacuípe";"2020";"FPM";"R$7.923.191,60";"2703502";"2769"
"AL";"Jacuípe";"2021";"FPM";"R$10.600.788,34";"2703502";"2769"
"AL";"Jacuípe";"2022";"FPM";"R$13.379.444,42";"2703502";"2769"
"AL";"Jacuípe";"2023";"FPM";"R$13.829.342,39";"2703502";"2769"
"AL";"Japaratinga";"2019";"FPM";"R$8.266.471,94";"2703601";"2771"
"AL";"Japaratinga";"2020";"FPM";"R$7.923.191,60";"2703601";"2771"
"AL";"Japaratinga";"2021";"FPM";"R$10.600.788,34";"2703601";"2771"
"AL";"Japaratinga";"2022";"FPM";"R$13.379.444,42";"2703601";"2771"
"AL";"Japaratinga";"2023";"FPM";"R$13.829.342,39";"2703601";"2771"
"AL";"Jaramataia";"2019";"FPM";"R$8.266.471,94";"2703700";"2773"
"AL";"Jaramataia";"2020";"FPM";"R$7.923.191,60";"2703700";"2773"
"AL";"Jaramataia";"2021";"FPM";"R$10.600.788,34";"2703700";"2773"
"AL";"Jaramataia";"2022";"FPM";"R$13.379.444,42";"2703700";"2773"
"AL";"Jaramataia";"2023";"FPM";"R$13.829.342,39";"2703700";"2773"
"AL";"Jequiá da Praia";"2019";"FPM";"R$11.021.962,03";"2703759";"562"
"AL";"Jequiá da Praia";"2020";"FPM";"R$10.564.256,04";"2703759";"562"
"AL";"Jequiá da Praia";"2021";"FPM";"R$14.134.383,07";"2703759";"562"
"AL";"Jequiá da Praia";"2022";"FPM";"R$17.839.259,05";"2703759";"562"
"AL";"Jequiá da Praia";"2023";"FPM";"R$18.439.123,17";"2703759";"562"
"AL";"Joaquim Gomes";"2019";"FPM";"R$19.288.434,13";"2703809";"2775"
"AL";"Joaquim Gomes";"2020";"FPM";"R$18.487.446,74";"2703809";"2775"
"AL";"Joaquim Gomes";"2021";"FPM";"R$24.735.172,30";"2703809";"2775"
"AL";"Joaquim Gomes";"2022";"FPM";"R$31.218.703,25";"2703809";"2775"
"AL";"Joaquim Gomes";"2023";"FPM";"R$32.268.465,21";"2703809";"2775"
"AL";"Jundiá";"2019";"FPM";"R$8.266.471,94";"2703908";"2777"
"AL";"Jundiá";"2020";"FPM";"R$7.923.191,60";"2703908";"2777"
"AL";"Jundiá";"2021";"FPM";"R$10.600.788,34";"2703908";"2777"
"AL";"Jundiá";"2022";"FPM";"R$13.379.444,42";"2703908";"2777"
"AL";"Jundiá";"2023";"FPM";"R$13.829.342,39";"2703908";"2777"
"AL";"Junqueiro";"2019";"FPM";"R$19.288.434,13";"2704005";"2779"
"AL";"Junqueiro";"2020";"FPM";"R$18.487.446,74";"2704005";"2779"
"AL";"Junqueiro";"2021";"FPM";"R$24.735.172,30";"2704005";"2779"
