municipality_id,microrregion_id
2411700,24014
2405405,24014
2411106,24014
2412906,24014
2406403,24014
2401503,24014
2401701,24015
2401800,24015
2414803,24015
2407807,24015
2404606,24015
2406601,24015
2406155,24015
2405306,24015
2406205,24015
2414704,24015
2408300,24015
2413508,24015
2406304,24015
2411502,24015
2409209,24015
2409100,24015
2410306,24015
2412609,24015
2409332,24015
2412708,24015
2410900,24015
2413102,24015
2412559,24016
2407500,24016
2408953,24016
2414407,24016
2410405,24016
2413904,24016
2409506,24016
2407104,24017
2402600,24017
2412203,24017
2408201,24017
2412005,24017
2403251,24018
2408102,24018
2403608,24018
2413201,24019
2402204,24019
2407708,24019
2403509,24019
2401206,24019
2415008,24019
2404200,24019
2409803,24019
2414209,24019
2401404,24019
2502300,25001
2502805,25001
2509370,25001
2512804,25001
2502003,25001
2502904,25001
2513901,25001
2514651,25001
2504306,25001
2507408,25001
2508109,25001
2512036,25002
2516904,25002
2513653,25002
2502052,25002
2513307,25002
2512077,25002
2502409,25002
2509602,25002
2504108,25002
2514503,25002
2503308,25002
2502201,25002
2500700,25002
2516805,25002
2503704,25002
2508802,25003
2505501,25003
2503753,25003
2504504,25003
2510907,25003
2513968,25003
2512101,25003
2513927,25003
2500775,25003
2516201,25003
2513984,25003
2514206,25003
2510006,25003
2509156,25003
2517209,25003
2508406,25003
2513208,25003
2510808,25004
2512606,25004
2513802,25004
2514404,25004
2503407,25004
2501153,25004
2508703,25004
2514602,25004
2510709,25004
2504207,25005
2510402,25005
2505907,25005
2504801,25005
2510204,25005
2500205,25005
2502607,25005
2513604,25005
2511301,25005
2502102,25006
2504405,25006
2507002,25006
2513505,25006
2513356,25006
2506608,25006
2514305,25006
2505600,25006
2511004,25006
2505303,25006
2515708,25006
2505402,25007
2509396,25007
2506707,25007
2503555,25007
2500106,25007
2516706,25007
2508000,25007
2512309,25007
2514552,25007
2516607,25007
2509008,25007
2507804,25008
2514909,25008
2514701,25008
2513000,25008
2513406,25008
2517100,25008
2516755,25009
2507705,25009
2505006,25009
2515401,25009
2501534,25009
2511103,25009
2511400,25009
2510303,25009
2506202,25009
2516508,25010
2501351,25010
2509701,25010
2503902,25010
2515203,25010
2510600,25010
2517407,25010
2514107,25010
2512200,25010
2515500,25010
2514800,25010
2510659,25010
2504850,25010
2508505,25010
2500734,25010
2504702,25010
2516300,25010
2506509,25011
2513851,25011
2512788,25011
2513943,25011
2504074,25011
2514008,25011
2503100,25011
2504355,25011
2500536,25011
2502508,25011
2501708,25011
2501575,25011
2500908,25012
2516102,25012
2512705,25012
2500577,25012
2512002,25012
2510501,25012
2505105,25012
2505352,25012
2510105,25012
2501609,25012
2516151,25012
2504157,25013
2516003,25013
2512747,25013
2501005,25013
2505709,25013
2503506,25013
2516409,25013
2509503,25014
2515104,25014
2501203,25014
2506004,25014
2511608,25015
2502706,25015
2515906,25015
2501500,25015
2509339,25015
2500403,25015
2501104,25015
2500304,25015
2511806,25016
2506301,25016
2500502,25016
2505808,25016
2503605,25016
2500809,25016
2505204,25016
2508208,25016
2508554,25016
2515609,25016
2511707,25016
2509800,25016
2501906,25016
2515930,25016
2512507,25017
2512408,25017
2508307,25017
2509206,25017
2502151,25017
2506103,25017
2515807,25017
2504009,25017
2507606,25018
2506400,25018
2503803,25018
2509404,25018
2506905,25018
2513109,25018
2507200,25018
2512754,25018
2506806,25018
2509909,25019
2517001,25019
2506251,25019
2513158,25019
2501302,25019
2505238,25020
2507101,25020
2509057,25020
2504033,25020
2505279,25020
2512903,25020
2512721,25020
2501401,25020
2507309,25020
2508901,25020
2509305,25020
2515302,25021
2509107,25021
2504900,25021
2507903,25021
2512762,25021
2515971,25021
2511509,25021
2515005,25021
2514453,25021
2513703,25022
2507507,25022
2503209,25022
2508604,25022
2501807,25022
2504603,25022
2500601,25023
2503001,25023
2511905,25023
2511202,25023
2601102,26001
2602001,26001
2615607,26001
2612554,26001
2606309,26001
2614303,26001
2607307,26001
2605301,26001
2609907,26001
2612455,26001
2609303,26002
2613503,26002
2612208,26002
2614006,26002
2604304,26002
2610400,26002
2616100,26002
2615706,26003
2603405,26003
2612471,26003
2613909,26003
2605608,26003
2614600,26003
2612802,26003
2611533,26003
2615904,26003
2600104,26003
2607109,26003
2614402,26003
2606903,26003
2603900,26003
2613602,26003
2607703,26003
2602506,26003
2605103,26004
2609154,26004
2601201,26004
2606606,26004
2614105,26004
2607000,26004
2601805,26004
2609808,26005
2612604,26005
2608750,26005
2611101,26005
2605152,26005
2600203,26005
2615201,26005
2603009,26005
2611002,26006
2603926,26006
2605707,26006
2614808,26006
2608057,26006
2601607,26006
2607406,26006
2600500,26007
2610806,26007
2615805,26007
2602803,26007
2616001,26007
2607505,26007
2604106,26008
2608008,26008
2611705,26008
2603108,26008
2601904,26008
2613107,26008
2602605,26008
2606408,26008
2603801,26008
2614709,26008
2601706,26008
2600609,26008
2611200,26008
2610905,26008
2613008,26008
2612406,26008
2616209,26009
2616183,26009
2605806,26009
2604155,26009
2614501,26009
2612703,26009
2615003,26009
2612505,26009
2615409,26009
2613800,26010
2602209,26010
2605400,26010
2612109,26010
2609105,26010
2610509,26010
2609709,26010
2608909,26010
2608107,26010
2604908,26010
2602407,26011
2603207,26011
2602100,26011
2608305,26011
2603306,26011
2601003,26011
2610103,26011
2603702,26011
2615102,26011
2608255,26011
2610301,26011
2612307,26011
2608602,26011
2606002,26011
2606507,26011
2604700,26011
2608800,26011
2608404,26011
2613206,26011
2603504,26012
2613305,26012
2600302,26012
2605004,26012
2610202,26012
2601300,26012
2602308,26012
2612000,26012
2608701,26012
2600807,26012
2606705,26012
2610608,26013
2605509,26013
2615300,26013
2604601,26013
2616308,26013
2607802,26013
2607653,26013
2606200,26013
2603603,26013
2600708,26013
2609006,26013
2608453,26013
2615508,26013
2602704,26013
2604007,26013
2608503,26013
2609501,26013
2606101,26014
2616407,26014
2611309,26014
2604403,26014
2604502,26014
2607950,26015
2612901,26015
2609204,26015
2604205,26015
2600401,26015
2601508,26015
2610004,26015
2605905,26015
2608206,26015
2616506,26015
2614204,26015
2611903,26015
2614857,26015
2613404,26015
2601409,26015
2611507,26015
2605202,26015
2604809,26015
2611804,26015
2600906,26015
2611408,26015
2607604,26016
2607752,26016
2606804,26016
2601052,26016
2610707,26017
2607901,26017
2603454,26017
2611606,26017
2609402,26017
2600054,26017
2609600,26017
2613701,26017
2602902,26018
2607208,26018
2605459,26019
2703304,27001
2706422,27001
2705002,27001
2700102,27001
2701605,27001
2702405,27002
2705804,27002
2707107,27002
2706109,27003
2708006,27003
2702504,27003
2704609,27003
2707206,27003
2701803,27003
2708956,27003
2706208,27003
2708402,27003
2706406,27003
2703700,27004
2704401,27004
2706000,27004
2703403,27004
2700904,27004
2700706,27004
2705705,27004
2705408,27004
2704906,27005
2704807,27005
2709004,27005
2702553,27005
2703106,27005
2706307,27005
2707602,27005
2705309,27005
2706604,27005
2700805,27005
2701209,27005
2704203,27006
2701506,27006
2709103,27006
2704104,27006
2702900,27006
2702009,27006
2702355,27006
2702603,27006
2708808,27006
2700300,27006
2708204,27007
2709202,27007
2705903,27007
2709301,27008
2703007,27008
2708105,27008
2708303,27008
2709400,27008
2707008,27008
2701902,27008
2703809,27009
2705200,27009
2702801,27009
2703908,27009
2705606,27009
2707305,27009
2703502,27009
2701357,27009
2708501,27009
2705101,27009
2702108,27009
2705507,27009
2701100,27009
2701308,27009
2700409,27009
2701704,27009
2707404,27010
2708709,27010
2704500,27010
2703601,27010
2706505,27010
2708907,27011
2707701,27011
2704302,27011
2706448,27011
2704708,27011
2700607,27011
2706901,27011
2700508,27011
2707909,27011
2702207,27011
2702306,27012
2701407,27012
2703759,27012
2708600,27012
2700201,27012
2707800,27012
2701001,27012
2704005,27012
2709152,27012
2706703,27013
2703205,27013
2702702,27013
2706802,27013
2707503,27013
2804508,28001
2804201,28001
2802205,28001
2801207,28001
2803104,28001
2805406,28001
2802601,28001
2802403,28001
2805604,28001
2805208,28002
2805000,28002
2801405,28002
2806008,28002
2802304,28002
2804458,28002
2804607,28003
2801900,28003
2804300,28003
2803807,28003
2800209,28003
2807006,28003
2800506,28004
2804102,28004
2803906,28004
2803708,28004
2802908,28004
2801009,28004
2806800,28004
2807402,28005
2807105,28005
2805505,28005
2805802,28006
2803500,28006
2800704,28007
2804706,28007
2800100,28007
2807303,28007
2805703,28007
2804409,28007
2801108,28007
2802700,28007
2801603,28007
2806404,28007
2807204,28008
2802007,28008
2806503,28008
2801306,28008
2803302,28009
2805307,28009
2803401,28009
2804904,28009
2806909,28009
2806107,28010
2805901,28010
2802502,28010
2803609,28010
2804003,28010
2806602,28010
2801504,28010
2806701,28011
2800308,28011
2804805,28011
2800605,28011
2800407,28012
2807501,28012
2801702,28012
2807600,28012
2803005,28012
2805109,28012
2800670,28012
2806206,28012
2803203,28013
2806305,28013
2802809,28013
2802106,28013
2907400,29001
2926202,29001
2911105,29001
2903201,29001
2919553,29001
2902500,29001
2928901,29001
2909703,29002
2904407,29002
2920452,29002
2909406,29002
2901403,29002
2928406,29002
2930907,29002
2933455,29002
2928208,29003
2930303,29003
2908101,29003
2929057,29003
2906105,29003
2928109,29003
2909109,29003
2909307,29003
2917359,29003
2930204,29004
2924405,29004
2905909,29004
2918407,29004
2930774,29004
2907202,29004
2909901,29004
2926004,29004
2911402,29005
2900207,29005
2927101,29005
2907707,29005
2924009,29005
2919900,29005
2915353,29006
2922250,29006
2904753,29006
2902708,29006
2933604,29006
2921609,29006
2913200,29006
2907103,29007
2910776,29007
2930154,29007
2923704,29007
2903904,29007
2930758,29007
2910859,29008
2917003,29008
2901809,29008
2924603,29008
2930105,29008
2917706,29008
2901353,29008
2906006,29008
2932457,29008
2912400,29009
2918506,29009
2925600,29009
2913101,29009
2929255,29009
2903235,29009
2901155,29009
2919157,29009
2932408,29009
2922052,29009
2906204,29009
2907608,29009
2918357,29009
2905305,29009
2903003,29009
2914604,29009
2911303,29009
2914406,29009
2930808,29009
2921708,29010
2925253,29010
2925931,29010
2930600,29010
2906873,29010
2929800,29010
2923357,29010
2905107,29010
2924801,29010
2933109,29010
2929370,29010
2917508,29010
2933158,29010
2905503,29010
2921203,29010
2921401,29010
2933059,29011
2919603,29011
2920106,29011
2902609,29011
2922102,29011
2931301,29011
2903805,29011
2912608,29011
2911907,29011
2914703,29011
2927200,29011
2919009,29011
2931400,29012
2924108,29012
2910305,29012
2928505,29012
2916856,29012
2901700,29012
2908903,29012
2923308,29012
2914000,29012
2928307,29012
2910800,29012
2929305,29012
2927507,29012
2925956,29012
2928802,29012
2914505,29012
2908200,29012
2908507,29012
2931103,29012
2913804,29012
2930402,29012
2900405,29012
2924652,29012
2901502,29012
2927606,29013
2924207,29013
2930766,29013
2909208,29013
2918100,29013
2932002,29014
2931905,29014
2921500,29014
2925907,29014
2906824,29014
2906808,29014
2910701,29014
2925808,29014
2922656,29014
2916500,29015
2922904,29015
2926509,29015
2902658,29015
2907905,29015
2923100,29015
2926608,29015
2910750,29015
2907806,29015
2900355,29015
2923803,29015
2901601,29015
2911857,29015
2923050,29015
2911253,29016
2924058,29016
2906402,29016
2906857,29016
2913309,29016
2922730,29016
2926301,29016
2919108,29016
