"UF";"Município";"Ano";"Transferência";"Valor Consolidado";"Código IBGE";"Código SIAFI"
"AC";"Cruzeiro do Sul";"2007";"FPM";"R$10.204.679,19";"1200203";"107"
"AC";"Cruzeiro do Sul";"2008";"FPM";"R$11.678.480,64";"1200203";"107"
"AC";"Epitaciolândia";"2004";"FPM";"R$1.948.988,47";"1200252";"651"
"AC";"Epitaciolândia";"2005";"FPM";"R$2.428.657,99";"1200252";"651"
"AC";"Epitaciolândia";"2006";"FPM";"R$3.224.125,80";"1200252";"651"
"AC";"Epitaciolândia";"2007";"FPM";"R$3.644.528,70";"1200252";"651"
"AC";"Epitaciolândia";"2008";"FPM";"R$3.593.378,96";"1200252";"651"
"AC";"Feijó";"2004";"FPM";"R$3.410.729,42";"1200302";"113"
"AC";"Feijó";"2005";"FPM";"R$4.851.858,99";"1200302";"113"
"AC";"Feijó";"2006";"FPM";"R$5.803.311,52";"1200302";"113"
"AC";"Feijó";"2007";"FPM";"R$6.560.151,23";"1200302";"113"
"AC";"Feijó";"2008";"FPM";"R$7.186.757,46";"1200302";"113"
"AC";"Jordão";"2004";"FPM";"R$1.461.741,46";"1200328";"653"
"AC";"Jordão";"2005";"FPM";"R$1.821.493,61";"1200328";"653"
"AC";"Jordão";"2006";"FPM";"R$1.935.815,53";"1200328";"653"
"AC";"Jordão";"2007";"FPM";"R$2.186.717,56";"1200328";"653"
"AC";"Jordão";"2008";"FPM";"R$2.695.034,26";"1200328";"653"
"AC";"Mâncio Lima";"2004";"FPM";"R$1.948.988,47";"1200336";"109"
"AC";"Mâncio Lima";"2005";"FPM";"R$2.428.657,99";"1200336";"109"
"AC";"Mâncio Lima";"2006";"FPM";"R$2.581.087,21";"1200336";"109"
"AC";"Mâncio Lima";"2007";"FPM";"R$2.915.623,09";"1200336";"109"
"AC";"Mâncio Lima";"2008";"FPM";"R$4.491.723,58";"1200336";"109"
"AC";"Manoel Urbano";"2004";"FPM";"R$1.461.741,46";"1200344";"155"
"AC";"Manoel Urbano";"2005";"FPM";"R$1.821.493,61";"1200344";"155"
"AC";"Manoel Urbano";"2006";"FPM";"R$1.935.815,53";"1200344";"155"
"AC";"Manoel Urbano";"2007";"FPM";"R$2.186.717,56";"1200344";"155"
"AC";"Manoel Urbano";"2008";"FPM";"R$2.695.034,26";"1200344";"155"
"AC";"Marechal Thaumaturgo";"2004";"FPM";"R$1.461.741,46";"1200351";"655"
"AC";"Marechal Thaumaturgo";"2005";"FPM";"R$1.821.493,61";"1200351";"655"
"AC";"Marechal Thaumaturgo";"2006";"FPM";"R$1.935.815,53";"1200351";"655"
"AC";"Marechal Thaumaturgo";"2007";"FPM";"R$2.186.717,56";"1200351";"655"
"AC";"Marechal Thaumaturgo";"2008";"FPM";"R$3.593.378,96";"1200351";"655"
"AC";"Plácido de Castro";"2004";"FPM";"R$2.698.222,71";"1200385";"151"
"AC";"Plácido de Castro";"2005";"FPM";"R$3.201.040,27";"1200385";"151"
"AC";"Plácido de Castro";"2006";"FPM";"R$3.321.469,68";"1200385";"151"
"AC";"Plácido de Castro";"2007";"FPM";"R$4.315.215,94";"1200385";"151"
"AC";"Plácido de Castro";"2008";"FPM";"R$5.390.068,19";"1200385";"151"
"AC";"Porto Acre";"2004";"FPM";"R$1.948.988,47";"1200807";"649"
"AC";"Porto Acre";"2005";"FPM";"R$2.428.657,99";"1200807";"649"
"AC";"Porto Acre";"2006";"FPM";"R$2.581.087,21";"1200807";"649"
"AC";"Porto Acre";"2007";"FPM";"R$2.915.623,09";"1200807";"649"
"AC";"Porto Acre";"2008";"FPM";"R$4.491.723,58";"1200807";"649"
"AC";"Porto Walter";"2004";"FPM";"R$1.461.741,46";"1200393";"657"
"AC";"Porto Walter";"2005";"FPM";"R$1.821.493,61";"1200393";"657"
"AC";"Porto Walter";"2006";"FPM";"R$1.935.815,53";"1200393";"657"
"AC";"Porto Walter";"2007";"FPM";"R$2.186.717,56";"1200393";"657"
"AC";"Porto Walter";"2008";"FPM";"R$2.695.034,26";"1200393";"657"
"AC";"Rio Branco";"2004";"FPM";"R$68.770.749,82";"1200401";"139"
"AC";"Rio Branco";"2005";"FPM";"R$88.421.923,52";"1200401";"139"
"AC";"Rio Branco";"2006";"FPM";"R$97.121.503,44";"1200401";"139"
"AC";"Rio Branco";"2007";"FPM";"R$101.951.171,36";"1200401";"139"
"AC";"Rio Branco";"2008";"FPM";"R$126.047.350,21";"1200401";"139"
"AC";"Rodrigues Alves";"2004";"FPM";"R$1.461.741,46";"1200427";"659"
"AC";"Rodrigues Alves";"2005";"FPM";"R$1.821.493,61";"1200427";"659"
"AC";"Rodrigues Alves";"2006";"FPM";"R$1.935.815,53";"1200427";"659"
"AC";"Rodrigues Alves";"2007";"FPM";"R$2.186.717,56";"1200427";"659"
"AC";"Rodrigues Alves";"2008";"FPM";"R$3.593.378,96";"1200427";"659"
"AC";"Santa Rosa do Purus";"2004";"FPM";"R$1.461.741,28";"1200435";"661"
"AC";"Santa Rosa do Purus";"2005";"FPM";"R$1.821.493,92";"1200435";"661"
"AC";"Santa Rosa do Purus";"2006";"FPM";"R$1.935.815,53";"1200435";"661"
"AC";"Santa Rosa do Purus";"2007";"FPM";"R$2.186.717,28";"1200435";"661"
"AC";"Santa Rosa do Purus";"2008";"FPM";"R$2.695.034,34";"1200435";"661"
"AC";"Sena Madureira";"2004";"FPM";"R$3.897.976,37";"1200500";"145"
"AC";"Sena Madureira";"2005";"FPM";"R$4.855.479,79";"1200500";"145"
"AC";"Sena Madureira";"2006";"FPM";"R$5.161.348,41";"1200500";"145"
"AC";"Sena Madureira";"2007";"FPM";"R$5.831.245,55";"1200500";"145"
"AC";"Sena Madureira";"2008";"FPM";"R$7.186.757,46";"1200500";"145"
"AC";"Senador Guiomard";"2004";"FPM";"R$2.923.482,40";"1200450";"153"
"AC";"Senador Guiomard";"2005";"FPM";"R$3.642.986,73";"1200450";"153"
"AC";"Senador Guiomard";"2006";"FPM";"R$3.871.630,52";"1200450";"153"
"AC";"Senador Guiomard";"2007";"FPM";"R$4.373.434,34";"1200450";"153"
"AC";"Senador Guiomard";"2008";"FPM";"R$5.390.068,19";"1200450";"153"
"AC";"Tarauacá";"2004";"FPM";"R$3.442.559,81";"1200609";"147"
"AC";"Tarauacá";"2005";"FPM";"R$4.171.661,40";"1200609";"147"
"AC";"Tarauacá";"2006";"FPM";"R$4.427.834,69";"1200609";"147"
"AC";"Tarauacá";"2007";"FPM";"R$5.830.962,81";"1200609";"147"
"AC";"Tarauacá";"2008";"FPM";"R$7.186.757,46";"1200609";"147"
"AC";"Xapuri";"2004";"FPM";"R$2.233.012,10";"1200708";"149"
"AC";"Xapuri";"2005";"FPM";"R$2.629.675,62";"1200708";"149"
"AC";"Xapuri";"2006";"FPM";"R$3.196.781,02";"1200708";"149"
"AC";"Xapuri";"2007";"FPM";"R$3.607.965,75";"1200708";"149"
"AC";"Xapuri";"2008";"FPM";"R$4.491.723,58";"1200708";"149"
"AL";"Água Branca";"2004";"FPM";"R$4.296.606,46";"2700102";"2701"
"AL";"Água Branca";"2005";"FPM";"R$5.221.152,45";"2700102";"2701"
"AL";"Água Branca";"2006";"FPM";"R$5.593.918,89";"2700102";"2701"
"AL";"Água Branca";"2007";"FPM";"R$6.207.596,41";"2700102";"2701"
"AL";"Água Branca";"2008";"FPM";"R$8.020.086,70";"2700102";"2701"
"AL";"Anadia";"2004";"FPM";"R$4.165.720,91";"2700201";"2703"
"AL";"Anadia";"2005";"FPM";"R$5.231.121,12";"2700201";"2703"
"AL";"Anadia";"2006";"FPM";"R$5.805.971,30";"2700201";"2703"
"AL";"Anadia";"2007";"FPM";"R$6.513.677,99";"2700201";"2703"
"AL";"Anadia";"2008";"FPM";"R$8.020.086,70";"2700201";"2703"
"AL";"Arapiraca";"2004";"FPM";"R$26.358.494,54";"2700300";"2705"
"AL";"Arapiraca";"2005";"FPM";"R$32.996.509,80";"2700300";"2705"
"AL";"Arapiraca";"2006";"FPM";"R$36.793.659,35";"2700300";"2705"
"AL";"Arapiraca";"2007";"FPM";"R$40.593.400,81";"2700300";"2705"
"AL";"Arapiraca";"2008";"FPM";"R$50.585.060,18";"2700300";"2705"
"AL";"Atalaia";"2004";"FPM";"R$6.192.167,84";"2700409";"2707"
"AL";"Atalaia";"2005";"FPM";"R$7.593.544,63";"2700409";"2707"
"AL";"Atalaia";"2006";"FPM";"R$8.300.725,00";"2700409";"2707"
"AL";"Atalaia";"2007";"FPM";"R$10.769.756,34";"2700409";"2707"
"AL";"Atalaia";"2008";"FPM";"R$13.366.810,79";"2700409";"2707"
"AL";"Barra de Santo Antônio";"2004";"FPM";"R$3.032.898,94";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2005";"FPM";"R$3.639.557,62";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2006";"FPM";"R$4.542.984,28";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2007";"FPM";"R$5.106.227,06";"2700508";"2709"
"AL";"Barra de Santo Antônio";"2008";"FPM";"R$6.683.405,60";"2700508";"2709"
"AL";"Barra de São Miguel";"2004";"FPM";"R$2.082.860,71";"2700607";"2711"
"AL";"Barra de São Miguel";"2005";"FPM";"R$2.615.560,86";"2700607";"2711"
"AL";"Barra de São Miguel";"2006";"FPM";"R$2.902.985,93";"2700607";"2711"
"AL";"Barra de São Miguel";"2007";"FPM";"R$3.256.839,30";"2700607";"2711"
"AL";"Barra de São Miguel";"2008";"FPM";"R$4.010.043,53";"2700607";"2711"
"AL";"Batalha";"2004";"FPM";"R$3.471.434,17";"2700706";"2713"
"AL";"Batalha";"2005";"FPM";"R$4.359.267,70";"2700706";"2713"
"AL";"Batalha";"2006";"FPM";"R$4.838.309,51";"2700706";"2713"
"AL";"Batalha";"2007";"FPM";"R$5.824.147,41";"2700706";"2713"
"AL";"Batalha";"2008";"FPM";"R$6.683.405,60";"2700706";"2713"
"AL";"Belém";"2004";"FPM";"R$2.082.860,71";"2700805";"2715"
"AL";"Belém";"2005";"FPM";"R$2.615.560,86";"2700805";"2715"
"AL";"Belém";"2006";"FPM";"R$2.902.985,93";"2700805";"2715"
"AL";"Belém";"2007";"FPM";"R$3.256.839,30";"2700805";"2715"
"AL";"Belém";"2008";"FPM";"R$4.010.043,53";"2700805";"2715"
"AL";"Belo Monte";"2004";"FPM";"R$2.082.860,71";"2700904";"2717"
"AL";"Belo Monte";"2005";"FPM";"R$2.615.560,86";"2700904";"2717"
"AL";"Belo Monte";"2006";"FPM";"R$2.902.985,93";"2700904";"2717"
"AL";"Belo Monte";"2007";"FPM";"R$3.256.839,30";"2700904";"2717"
"AL";"Belo Monte";"2008";"FPM";"R$4.010.043,53";"2700904";"2717"
"AL";"Boca da Mata";"2004";"FPM";"R$4.860.007,62";"2701001";"2719"
"AL";"Boca da Mata";"2005";"FPM";"R$6.102.974,51";"2701001";"2719"
"AL";"Boca da Mata";"2006";"FPM";"R$6.773.633,13";"2701001";"2719"
"AL";"Boca da Mata";"2007";"FPM";"R$7.599.290,90";"2701001";"2719"
"AL";"Boca da Mata";"2008";"FPM";"R$9.356.767,75";"2701001";"2719"
"AL";"Branquinha";"2004";"FPM";"R$2.777.147,40";"2701100";"2721"
"AL";"Branquinha";"2005";"FPM";"R$3.487.414,30";"2701100";"2721"
"AL";"Branquinha";"2006";"FPM";"R$3.870.647,74";"2701100";"2721"
"AL";"Branquinha";"2007";"FPM";"R$5.080.554,42";"2701100";"2721"
"AL";"Branquinha";"2008";"FPM";"R$5.346.724,54";"2701100";"2721"
"AL";"Cacimbinhas";"2004";"FPM";"R$2.148.303,51";"2701209";"2723"
"AL";"Cacimbinhas";"2005";"FPM";"R$2.610.576,59";"2701209";"2723"
"AL";"Cacimbinhas";"2006";"FPM";"R$2.796.959,72";"2701209";"2723"
"AL";"Cacimbinhas";"2007";"FPM";"R$3.103.798,56";"2701209";"2723"
"AL";"Cacimbinhas";"2008";"FPM";"R$4.010.043,53";"2701209";"2723"
"AL";"Cajueiro";"2004";"FPM";"R$4.165.720,91";"2701308";"2725"
"AL";"Cajueiro";"2005";"FPM";"R$5.231.121,12";"2701308";"2725"
"AL";"Cajueiro";"2006";"FPM";"R$5.805.971,30";"2701308";"2725"
"AL";"Cajueiro";"2007";"FPM";"R$6.513.677,99";"2701308";"2725"
"AL";"Cajueiro";"2008";"FPM";"R$8.020.086,70";"2701308";"2725"
"AL";"Campestre";"2004";"FPM";"R$2.082.860,71";"2701357";"560"
"AL";"Campestre";"2005";"FPM";"R$2.615.560,86";"2701357";"560"
"AL";"Campestre";"2006";"FPM";"R$2.902.985,93";"2701357";"560"
"AL";"Campestre";"2007";"FPM";"R$3.256.839,30";"2701357";"560"
"AL";"Campestre";"2008";"FPM";"R$4.010.043,53";"2701357";"560"
"AL";"Campo Alegre";"2004";"FPM";"R$6.248.581,10";"2701407";"2727"
"AL";"Campo Alegre";"2005";"FPM";"R$7.846.681,39";"2701407";"2727"
"AL";"Campo Alegre";"2006";"FPM";"R$8.708.956,71";"2701407";"2727"
"AL";"Campo Alegre";"2007";"FPM";"R$10.855.761,60";"2701407";"2727"
"AL";"Campo Alegre";"2008";"FPM";"R$13.366.810,79";"2701407";"2727"
"AL";"Campo Grande";"2004";"FPM";"R$2.148.303,51";"2701506";"2729"
"AL";"Campo Grande";"2005";"FPM";"R$2.610.576,59";"2701506";"2729"
"AL";"Campo Grande";"2006";"FPM";"R$2.796.959,72";"2701506";"2729"
"AL";"Campo Grande";"2007";"FPM";"R$3.103.798,56";"2701506";"2729"
"AL";"Campo Grande";"2008";"FPM";"R$4.010.043,53";"2701506";"2729"
"AL";"Canapi";"2004";"FPM";"R$3.664.752,65";"2701605";"2731"
"AL";"Canapi";"2005";"FPM";"R$4.431.542,17";"2701605";"2731"
"AL";"Canapi";"2006";"FPM";"R$4.720.603,81";"2701605";"2731"
"AL";"Canapi";"2007";"FPM";"R$5.536.968,52";"2701605";"2731"
"AL";"Canapi";"2008";"FPM";"R$8.020.086,70";"2701605";"2731"
"AL";"Capela";"2004";"FPM";"R$4.165.720,91";"2701704";"2733"
"AL";"Capela";"2005";"FPM";"R$5.231.121,12";"2701704";"2733"
"AL";"Capela";"2006";"FPM";"R$5.805.971,30";"2701704";"2733"
"AL";"Capela";"2007";"FPM";"R$6.513.677,99";"2701704";"2733"
"AL";"Capela";"2008";"FPM";"R$8.020.086,70";"2701704";"2733"
"AL";"Carneiros";"2004";"FPM";"R$2.082.860,71";"2701803";"2735"
"AL";"Carneiros";"2005";"FPM";"R$2.615.560,86";"2701803";"2735"
"AL";"Carneiros";"2006";"FPM";"R$2.902.985,93";"2701803";"2735"
"AL";"Carneiros";"2007";"FPM";"R$3.256.839,30";"2701803";"2735"
"AL";"Carneiros";"2008";"FPM";"R$4.010.043,53";"2701803";"2735"
"AL";"Chã Preta";"2004";"FPM";"R$2.148.303,51";"2701902";"2737"
"AL";"Chã Preta";"2005";"FPM";"R$2.610.576,59";"2701902";"2737"
"AL";"Chã Preta";"2006";"FPM";"R$2.796.959,72";"2701902";"2737"
"AL";"Chã Preta";"2007";"FPM";"R$3.103.798,56";"2701902";"2737"
"AL";"Chã Preta";"2008";"FPM";"R$4.010.043,53";"2701902";"2737"
"AL";"Coité do Nóia";"2004";"FPM";"R$2.777.147,40";"2702009";"2739"
"AL";"Coité do Nóia";"2005";"FPM";"R$3.487.414,30";"2702009";"2739"
"AL";"Coité do Nóia";"2006";"FPM";"R$3.870.647,74";"2702009";"2739"
"AL";"Coité do Nóia";"2007";"FPM";"R$5.427.697,14";"2702009";"2739"
"AL";"Coité do Nóia";"2008";"FPM";"R$5.346.724,54";"2702009";"2739"
"AL";"Colônia Leopoldina";"2004";"FPM";"R$4.043.864,92";"2702108";"2741"
"AL";"Colônia Leopoldina";"2005";"FPM";"R$4.982.968,82";"2702108";"2741"
"AL";"Colônia Leopoldina";"2006";"FPM";"R$5.418.506,61";"2702108";"2741"
"AL";"Colônia Leopoldina";"2007";"FPM";"R$6.107.441,36";"2702108";"2741"
"AL";"Colônia Leopoldina";"2008";"FPM";"R$8.020.086,70";"2702108";"2741"
"AL";"Coqueiro Seco";"2004";"FPM";"R$2.082.860,71";"2702207";"2743"
"AL";"Coqueiro Seco";"2005";"FPM";"R$2.615.560,86";"2702207";"2743"
"AL";"Coqueiro Seco";"2006";"FPM";"R$2.902.985,93";"2702207";"2743"
"AL";"Coqueiro Seco";"2007";"FPM";"R$3.256.839,30";"2702207";"2743"
"AL";"Coqueiro Seco";"2008";"FPM";"R$4.010.043,53";"2702207";"2743"
"AL";"Coruripe";"2004";"FPM";"R$6.571.280,09";"2702306";"2745"
"AL";"Coruripe";"2005";"FPM";"R$8.146.158,47";"2702306";"2745"
"AL";"Coruripe";"2006";"FPM";"R$8.913.902,45";"2702306";"2745"
"AL";"Coruripe";"2007";"FPM";"R$11.164.781,75";"2702306";"2745"
"AL";"Coruripe";"2008";"FPM";"R$14.703.491,82";"2702306";"2745"
"AL";"Craíbas";"2004";"FPM";"R$4.165.720,91";"2702355";"2889"
"AL";"Craíbas";"2005";"FPM";"R$5.231.121,12";"2702355";"2889"
"AL";"Craíbas";"2006";"FPM";"R$5.805.971,30";"2702355";"2889"
"AL";"Craíbas";"2007";"FPM";"R$6.513.677,99";"2702355";"2889"
"AL";"Craíbas";"2008";"FPM";"R$8.020.086,70";"2702355";"2889"
"AL";"Delmiro Gouveia";"2004";"FPM";"R$5.939.426,33";"2702405";"2747"
"AL";"Delmiro Gouveia";"2005";"FPM";"R$7.355.361,03";"2702405";"2747"
"AL";"Delmiro Gouveia";"2006";"FPM";"R$8.040.053,48";"2702405";"2747"
"AL";"Delmiro Gouveia";"2007";"FPM";"R$10.855.548,20";"2702405";"2747"
"AL";"Delmiro Gouveia";"2008";"FPM";"R$13.366.810,79";"2702405";"2747"
"AL";"Dois Riachos";"2004";"FPM";"R$2.777.147,40";"2702504";"2749"
"AL";"Dois Riachos";"2005";"FPM";"R$3.487.414,30";"2702504";"2749"
"AL";"Dois Riachos";"2006";"FPM";"R$3.870.647,74";"2702504";"2749"
"AL";"Dois Riachos";"2007";"FPM";"R$4.342.452,19";"2702504";"2749"
"AL";"Dois Riachos";"2008";"FPM";"R$5.346.724,54";"2702504";"2749"
"AL";"Estrela de Alagoas";"2004";"FPM";"R$3.471.434,17";"2702553";"2643"
"AL";"Estrela de Alagoas";"2005";"FPM";"R$4.359.267,70";"2702553";"2643"
"AL";"Estrela de Alagoas";"2006";"FPM";"R$4.838.309,51";"2702553";"2643"
"AL";"Estrela de Alagoas";"2007";"FPM";"R$6.335.808,43";"2702553";"2643"
"AL";"Estrela de Alagoas";"2008";"FPM";"R$6.683.405,60";"2702553";"2643"
"AL";"Feira Grande";"2004";"FPM";"R$4.043.864,92";"2702603";"2751"
"AL";"Feira Grande";"2005";"FPM";"R$4.982.968,82";"2702603";"2751"
"AL";"Feira Grande";"2006";"FPM";"R$5.418.506,61";"2702603";"2751"
"AL";"Feira Grande";"2007";"FPM";"R$6.107.441,36";"2702603";"2751"
"AL";"Feira Grande";"2008";"FPM";"R$8.020.086,70";"2702603";"2751"
"AL";"Feliz Deserto";"2004";"FPM";"R$2.082.860,71";"2702702";"2753"
"AL";"Feliz Deserto";"2005";"FPM";"R$2.615.560,86";"2702702";"2753"
"AL";"Feliz Deserto";"2006";"FPM";"R$2.902.985,93";"2702702";"2753"
"AL";"Feliz Deserto";"2007";"FPM";"R$3.256.839,30";"2702702";"2753"
"AL";"Feliz Deserto";"2008";"FPM";"R$4.010.043,53";"2702702";"2753"
"AL";"Flexeiras";"2004";"FPM";"R$3.032.898,94";"2702801";"2755"
"AL";"Flexeiras";"2005";"FPM";"R$3.639.557,62";"2702801";"2755"
"AL";"Flexeiras";"2006";"FPM";"R$3.846.221,03";"2702801";"2755"
"AL";"Flexeiras";"2007";"FPM";"R$4.205.167,98";"2702801";"2755"
"AL";"Flexeiras";"2008";"FPM";"R$5.346.724,54";"2702801";"2755"
"AL";"Girau do Ponciano";"2004";"FPM";"R$4.675.718,75";"2702900";"2757"
"AL";"Girau do Ponciano";"2005";"FPM";"R$5.773.766,28";"2702900";"2757"
"AL";"Girau do Ponciano";"2006";"FPM";"R$7.737.469,67";"2702900";"2757"
"AL";"Girau do Ponciano";"2007";"FPM";"R$8.684.903,83";"2702900";"2757"
"AL";"Girau do Ponciano";"2008";"FPM";"R$10.693.448,65";"2702900";"2757"
"AL";"Ibateguara";"2004";"FPM";"R$3.471.434,17";"2703007";"2759"
"AL";"Ibateguara";"2005";"FPM";"R$4.359.267,70";"2703007";"2759"
"AL";"Ibateguara";"2006";"FPM";"R$4.838.309,51";"2703007";"2759"
"AL";"Ibateguara";"2007";"FPM";"R$5.428.065,14";"2703007";"2759"
"AL";"Ibateguara";"2008";"FPM";"R$6.683.405,60";"2703007";"2759"
"AL";"Igaci";"2004";"FPM";"R$4.675.718,75";"2703106";"2761"
"AL";"Igaci";"2005";"FPM";"R$5.773.766,28";"2703106";"2761"
"AL";"Igaci";"2006";"FPM";"R$6.292.355,61";"2703106";"2761"
"AL";"Igaci";"2007";"FPM";"R$7.283.245,27";"2703106";"2761"
"AL";"Igaci";"2008";"FPM";"R$9.356.767,75";"2703106";"2761"
"AL";"Igreja Nova";"2004";"FPM";"R$4.043.864,92";"2703205";"2763"
"AL";"Igreja Nova";"2005";"FPM";"R$4.982.968,82";"2703205";"2763"
"AL";"Igreja Nova";"2006";"FPM";"R$5.418.506,61";"2703205";"2763"
"AL";"Igreja Nova";"2007";"FPM";"R$6.250.855,72";"2703205";"2763"
"AL";"Igreja Nova";"2008";"FPM";"R$8.020.086,70";"2703205";"2763"
"AL";"Inhapi";"2004";"FPM";"R$4.165.720,91";"2703304";"2765"
"AL";"Inhapi";"2005";"FPM";"R$5.231.121,12";"2703304";"2765"
"AL";"Inhapi";"2006";"FPM";"R$5.805.971,30";"2703304";"2765"
"AL";"Inhapi";"2007";"FPM";"R$6.513.677,99";"2703304";"2765"
"AL";"Inhapi";"2008";"FPM";"R$8.020.086,70";"2703304";"2765"
"AL";"Jacaré dos Homens";"2004";"FPM";"R$2.082.860,71";"2703403";"2767"
"AL";"Jacaré dos Homens";"2005";"FPM";"R$2.615.560,86";"2703403";"2767"
"AL";"Jacaré dos Homens";"2006";"FPM";"R$2.902.985,93";"2703403";"2767"
"AL";"Jacaré dos Homens";"2007";"FPM";"R$3.256.839,30";"2703403";"2767"
"AL";"Jacaré dos Homens";"2008";"FPM";"R$4.010.043,53";"2703403";"2767"
"AL";"Jacuípe";"2004";"FPM";"R$2.148.303,51";"2703502";"2769"
"AL";"Jacuípe";"2005";"FPM";"R$2.610.576,59";"2703502";"2769"
"AL";"Jacuípe";"2006";"FPM";"R$2.796.959,72";"2703502";"2769"
"AL";"Jacuípe";"2007";"FPM";"R$3.387.549,86";"2703502";"2769"
"AL";"Jacuípe";"2008";"FPM";"R$4.010.043,53";"2703502";"2769"
"AL";"Japaratinga";"2004";"FPM";"R$2.082.860,71";"2703601";"2771"
"AL";"Japaratinga";"2005";"FPM";"R$2.615.560,86";"2703601";"2771"
"AL";"Japaratinga";"2006";"FPM";"R$2.902.985,93";"2703601";"2771"
"AL";"Japaratinga";"2007";"FPM";"R$3.256.839,30";"2703601";"2771"
"AL";"Japaratinga";"2008";"FPM";"R$4.010.043,53";"2703601";"2771"
"AL";"Jaramataia";"2004";"FPM";"R$2.148.303,51";"2703700";"2773"
"AL";"Jaramataia";"2005";"FPM";"R$2.610.576,59";"2703700";"2773"
"AL";"Jaramataia";"2006";"FPM";"R$2.796.959,72";"2703700";"2773"
"AL";"Jaramataia";"2007";"FPM";"R$3.103.798,56";"2703700";"2773"
"AL";"Jaramataia";"2008";"FPM";"R$4.010.043,53";"2703700";"2773"
"AL";"Jequiá da Praia";"2004";"FPM";"R$2.777.147,47";"2703759";"562"
"AL";"Jequiá da Praia";"2005";"FPM";"R$3.487.413,91";"2703759";"562"
"AL";"Jequiá da Praia";"2006";"FPM";"R$3.870.648,83";"2703759";"562"
"AL";"Jequiá da Praia";"2007";"FPM";"R$4.342.451,43";"2703759";"562"
"AL";"Jequiá da Praia";"2008";"FPM";"R$5.346.723,44";"2703759";"562"
"AL";"Joaquim Gomes";"2004";"FPM";"R$4.043.864,92";"2703809";"2775"
"AL";"Joaquim Gomes";"2005";"FPM";"R$4.982.968,82";"2703809";"2775"
"AL";"Joaquim Gomes";"2006";"FPM";"R$5.418.506,61";"2703809";"2775"
"AL";"Joaquim Gomes";"2007";"FPM";"R$6.180.963,45";"2703809";"2775"
"AL";"Joaquim Gomes";"2008";"FPM";"R$8.020.086,70";"2703809";"2775"
"AL";"Jundiá";"2004";"FPM";"R$2.401.045,04";"2703908";"2777"
"AL";"Jundiá";"2005";"FPM";"R$2.848.760,22";"2703908";"2777"
"AL";"Jundiá";"2006";"FPM";"R$2.972.372,18";"2703908";"2777"
"AL";"Jundiá";"2007";"FPM";"R$3.623.910,72";"2703908";"2777"
"AL";"Jundiá";"2008";"FPM";"R$4.010.043,53";"2703908";"2777"
"AL";"Junqueiro";"2004";"FPM";"R$4.860.007,62";"2704005";"2779"
"AL";"Junqueiro";"2005";"FPM";"R$6.102.974,51";"2704005";"2779"
"AL";"Junqueiro";"2006";"FPM";"R$6.773.633,13";"2704005";"2779"
